,source,target,similarity
146,124752226,124755270,0.07898754848030665
147,124752226,124755300,0.060334357003187095
148,124752226,124755304,0.06679392206424163
149,124752226,124755306,0.033558262980383065
150,124752226,124755322,0.07796823257995796
151,124752226,124755367,0.1152570829489093
152,124752226,124755368,0.07877644439291279
153,124752226,124755391,0.27238179688151354
154,124752226,124755406,0.0480890964782448
155,124752226,124755426,0.046418404409071586
156,124752226,124755461,0.059590373885688566
157,124752226,124755479,0.04891674149173204
158,124752226,124755526,0.04733098826833413
159,124752226,124755532,0.041857718995146266
160,124752226,124755538,0.035204059457602604
161,124752226,124755584,0.08174133331564129
162,124752226,124755587,0.05286146078639771
163,124752226,124755625,0.1021340672753826
164,124752226,124755670,0.12110613500004513
165,124752226,124755693,0.3239141436377305
166,124752226,124755756,0.09136138357710478
167,124752226,124755760,0.036952212128748926
168,124752226,124755767,0.1182794400271536
169,124752226,124755794,0.08405496172945211
170,124752226,124755797,0.06346849688860515
171,124752226,124755802,0.02637839177608243
172,124752226,124755816,0.06349279251254446
173,124752226,124755821,0.07082743817271928
174,124752226,124755832,0.140298900409706
175,124752226,124755855,0.04608925091015477
176,124752226,124755857,0.07753719602483639
177,124752226,124755870,0.05478849826890592
178,124752226,124755897,0.06623562205223373
179,124752226,124755909,0.0529388669269318
180,124752226,124755914,0.05123487488137876
181,124752226,124755931,0.05826183380761826
182,124752226,124755943,0.06161301189239651
183,124752226,124755958,0.09531120507797848
184,124752226,124755974,0.07094412258697813
185,124752226,124755978,0.0393308965654148
186,124752226,124755993,0.06454872136584354
187,124752226,124756024,0.06742432684447058
188,124752226,124756025,0.19318622412590974
189,124752226,124756042,0.0693167182703594
190,124752226,124756071,0.06902351241303947
191,124752226,124756074,0.07209563451868917
192,124752226,124756090,0.07726073438091935
193,124752226,124756118,0.08446561980515108
194,124752226,124756123,0.06591515702720976
195,124752226,124756154,0.043394052486582915
196,124752226,124756174,0.048577706205487126
197,124752226,124756213,0.08215450448030918
198,124752226,124756267,0.051192454685807326
199,124752226,124756280,0.06859147126539777
200,124752226,124756299,0.03965498969348512
201,124752226,124756316,0.09353375717187622
202,124752226,124756332,0.05485223853841319
203,124752226,124756340,0.0745065012424437
204,124752226,124756346,0.1184105247638188
205,124752226,124756367,0.0524244209513406
206,124752226,124756377,0.031730136483283114
207,124752226,124756398,0.0790558296971619
208,124752226,124756405,0.06074515516504997
209,124752226,124756437,0.031337788892291656
210,124752226,124756440,0.04935430492968933
211,124752226,124756487,0.06567289308883278
212,124752226,124756544,0.09496185222273926
213,124752226,124756557,0.03222114641998774
214,124752226,124756565,0.04615669208165413
215,124752226,124756569,0.06231673246518468
216,124752226,124756583,0.08909325343485278
217,124752226,124756601,0.0421431521766438
218,124752226,124756616,0.05986029795836034
219,124752226,124756626,0.054376066861643466
220,124752226,124756651,0.07825878278507832
221,124752226,124756679,0.09700493204521142
222,124752226,124756698,0.05061414755618238
223,124752226,124756725,0.06331646086848473
224,124752226,124756768,0.025064651704706564
225,124752226,124756785,0.07937434498002142
226,124752226,124756791,0.08960747869754919
227,124752226,124756801,0.03428318361991027
228,124752226,124756826,0.08340686673823579
229,124752226,124756834,0.054420590257094476
230,124752226,124756836,0.06215212832535547
231,124752226,124756838,0.06776929411923609
232,124752226,124756851,0.0714304346786167
233,124752226,124756883,0.06541479747262265
234,124752226,124756892,0.08301195107495073
235,124752226,124756907,0.04885314378541003
236,124752226,124756976,0.04909134313477707
237,124752226,124756982,0.050874361207730895
238,124752226,124757026,0.054288967161884014
239,124752226,124757063,0.07136816978742692
240,124752226,124757133,0.08451799511576746
241,124752226,124757152,0.0406155123073364
242,124752226,124757175,0.07596729821591908
243,124752226,124757188,0.09496052416656597
244,124752226,124757194,0.048195097791596385
245,124752226,124757273,0.05014334744697292
246,124752226,124757379,0.05307928963409267
247,124752226,124757435,0.05519750794443809
248,124752226,124757481,0.06725234931578881
249,124752226,124758046,0.30538674987390585
250,124752226,124758100,0.07329098512499428
251,124752226,124758168,0.0894993927872937
252,124752226,124758275,0.0829940519132552
253,124752226,124758452,0.052249377248864776
254,124752226,124758599,0.0369089314274994
255,124752226,124758656,0.08789685205193766
256,124752226,124758806,0.04537454379604712
257,124752226,124758849,0.039041215464566695
258,124752226,124758986,0.0525581577415367
259,124752226,124813282,0.07702622876049425
260,124752226,124815431,0.16375032023859096
261,124752226,125307212,0.11756177987004024
262,124752226,136248396,0.1563668275149504
263,124752226,136248521,0.17224768452739633
264,124752226,136251905,0.19363231583021723
265,124752226,136571323,0.14655719486760577
266,124752226,136574664,0.12701772847736353
267,124752226,136577885,0.07577803145067008
268,124752226,136578297,0.08617964201927372
269,124752226,136579330,0.12889596432210454
270,124752226,136951407,0.10032322339616681
271,124752226,136953113,0.04439947254252013
272,124752226,136953596,0.09627886537155306
273,124752226,136962363,0.10042039221461681
274,124752226,136965999,0.08997318302666216
275,124752279,124752418,0.028132172110385264
276,124752279,124752470,0.03023137959475975
277,124752279,124752522,0.0749336113498752
278,124752279,124752621,0.06259848981275948
279,124752279,124752644,0.040150917190850365
280,124752279,124752658,0.04575504403965307
281,124752279,124752660,0.0702426609029021
282,124752279,124752677,0.07433064910121248
283,124752279,124752692,0.06181369180328975
284,124752279,124752702,0.03909034872368915
285,124752279,124752818,0.1113827284217329
286,124752279,124752831,0.04342701351001886
287,124752279,124752864,0.02522968607853006
288,124752279,124752878,0.10326828375131193
289,124752279,124752903,0.05046708618529503
290,124752279,124752915,0.03368944377171035
291,124752279,124752963,0.0680757780131763
292,124752279,124753069,0.031499327869021584
293,124752279,124753090,0.053263899800021025
294,124752279,124753169,0.06253785622301444
295,124752279,124753177,0.05300437489854005
296,124752279,124753184,0.08454906189701783
297,124752279,124753213,0.0330046805529219
298,124752279,124753226,0.04679054525672081
299,124752279,124753266,0.07451402626548173
300,124752279,124753395,0.0919991981640731
301,124752279,124753437,0.04109131566585804
302,124752279,124753481,0.06516549205128286
303,124752279,124753513,0.0658687070487882
304,124752279,124753543,0.06233488520055802
305,124752279,124753590,0.03902759802008883
306,124752279,124753612,0.04041985050192945
307,124752279,124753639,0.03237460948193308
308,124752279,124753661,0.055403771519024966
309,124752279,124753687,0.05663511989172217
310,124752279,124753714,0.07400287429595248
311,124752279,124753724,0.025180619588547004
312,124752279,124753740,0.03457229115698303
313,124752279,124753791,0.0698457105237317
314,124752279,124753840,0.05387316151954248
315,124752279,124753959,0.07106403277332005
316,124752279,124754015,0.08775394122047983
317,124752279,124754041,0.029139857195091864
318,124752279,124754050,0.04094144933690296
319,124752279,124754075,0.059100658174159035
320,124752279,124754077,0.00912030588010104
321,124752279,124754078,0.04144523956108544
322,124752279,124754096,0.06294975363894842
323,124752279,124754109,0.06462672834109304
324,124752279,124754137,0.048982569928548284
325,124752279,124754138,0.05376971943522317
326,124752279,124754146,0.04186228885777633
327,124752279,124754170,0.072803678178992
328,124752279,124754189,0.06737767694956305
329,124752279,124754198,0.044028700307166956
330,124752279,124754204,0.07998245200411877
331,124752279,124754208,0.09099448506934954
332,124752279,124754214,0.019090908253397428
333,124752279,124754218,0.04982907327697592
334,124752279,124754236,0.03766034368518131
335,124752279,124754241,0.02978751701469623
336,124752279,124754250,0.06643548448708213
337,124752279,124754282,0.05291048499831254
338,124752279,124754292,0.05891692673800145
339,124752279,124754294,0.03347636834269763
340,124752279,124754335,0.10053273256447884
341,124752279,124754345,0.015064661363322034
342,124752279,124754348,0.07366496933206099
343,124752279,124754350,0.07391593823711459
344,124752279,124754358,0.056257088291937665
345,124752279,124754374,0.03241370028235596
346,124752279,124754377,0.044730244682311765
347,124752279,124754399,0.044223077032210754
348,124752279,124754428,0.048330481887222346
349,124752279,124754458,0.037134959923638564
350,124752279,124754483,0.052662104255247276
351,124752279,124754492,0.027316854704389985
352,124752279,124754512,0.09370748893149489
353,124752279,124754514,0.037746317035861364
354,124752279,124754516,0.047572017880831145
355,124752279,124754535,0.06532987216392241
356,124752279,124754540,0.03652141119722496
357,124752279,124754542,0.048416750410750484
358,124752279,124754544,0.04578293322341108
359,124752279,124754562,0.054532393109312044
360,124752279,124754593,0.05859052339962481
361,124752279,124754604,0.04580606408668415
362,124752279,124754619,0.05188696352964979
363,124752279,124754623,0.05021460253673034
364,124752279,124754653,0.041841101867897114
365,124752279,124754669,0.046543985781402626
366,124752279,124754677,0.02927507202073999
367,124752279,124754683,0.0642926170855476
368,124752279,124754692,0.03942234112483129
369,124752279,124754694,0.05903594623930859
370,124752279,124754704,0.06813381656965858
371,124752279,124754713,0.07080755054469194
372,124752279,124754724,0.03873866246683831
373,124752279,124754732,0.015667036685549016
374,124752279,124754733,0.06667700898798128
375,124752279,124754739,0.10188142132729573
376,124752279,124754749,0.0721959681489944
377,124752279,124754756,0.058813601123258154
378,124752279,124754769,0.05165671050719177
379,124752279,124754780,0.08918456075309014
380,124752279,124754783,0.09371990017073209
381,124752279,124754788,0.01645467750570841
382,124752279,124754795,0.016062499343431486
383,124752279,124754811,0.09129256888701306
384,124752279,124754816,0.049259876021898893
385,124752279,124754842,0.04149092459203777
386,124752279,124754846,0.1006277683272448
387,124752279,124754853,0.04257233757961562
388,124752279,124754887,0.09001932684081451
389,124752279,124754895,0.06375589982452491
390,124752279,124754898,0.08994401470186054
391,124752279,124754940,0.05409245632335065
392,124752279,124754975,0.061457847900145225
393,124752279,124754986,0.048088938652991665
394,124752279,124755012,0.04439990238054323
395,124752279,124755014,0.04766210008461033
396,124752279,124755032,0.06562338908289815
397,124752279,124755038,0.03364865362392744
398,124752279,124755041,0.02996151389475576
399,124752279,124755055,0.03991308903132201
400,124752279,124755073,0.06843149894432696
401,124752279,124755088,0.049717567868996615
402,124752279,124755096,0.04430069814268351
403,124752279,124755103,0.06346051990873727
404,124752279,124755121,0.06329318028632737
405,124752279,124755125,0.04229890129245429
406,124752279,124755131,0.08002969588717503
407,124752279,124755140,0.01750276204215691
408,124752279,124755175,0.07960347802963631
409,124752279,124755177,0.031628618389616975
410,124752279,124755184,0.058852231812620066
411,124752279,124755203,0.08010844232421457
412,124752279,124755216,0.029385468657600295
413,124752279,124755221,0.06767618658445489
414,124752279,124755232,0.02512983811392955
415,124752279,124755236,0.04270397612602264
416,124752279,124755244,0.040656888931259946
417,124752279,124755246,0.03998182914508118
418,124752279,124755262,0.05691373677141702
419,124752279,124755264,0.054986699275965126
420,124752279,124755270,0.04226804515479158
421,124752279,124755300,0.04512045974254486
422,124752279,124755304,0.02367945772157655
423,124752279,124755306,0.06641151541210709
424,124752279,124755322,0.04166414806104958
425,124752279,124755367,0.05189521078931842
426,124752279,124755368,0.10593162412424592
427,124752279,124755391,0.07183982389614654
428,124752279,124755406,0.06042366163595881
429,124752279,124755426,0.0390529200107489
430,124752279,124755461,0.10751115451106412
431,124752279,124755479,0.08066838114778571
432,124752279,124755526,0.022804792230653338
433,124752279,124755532,0.04757326461604365
434,124752279,124755538,0.04825700551646968
435,124752279,124755584,0.04989132750333483
436,124752279,124755587,0.0515109613463247
437,124752279,124755625,0.06849664936168044
438,124752279,124755670,0.0681207459895273
439,124752279,124755693,0.06762851352939592
440,124752279,124755756,0.04453444718542926
441,124752279,124755760,0.060273625197106266
442,124752279,124755767,0.03987271020326136
443,124752279,124755794,0.03890439150482399
444,124752279,124755797,0.05376452694134374
445,124752279,124755802,0.05864544217955202
446,124752279,124755816,0.055010325059553535
447,124752279,124755821,0.058401310810605386
448,124752279,124755832,0.0639021567919569
449,124752279,124755855,0.03955383643618016
450,124752279,124755857,0.058069646727931995
451,124752279,124755870,0.037608364599069674
452,124752279,124755897,0.06955189067239713
453,124752279,124755909,0.03975654176211457
454,124752279,124755914,0.036183515452471886
455,124752279,124755931,0.04594049623889112
456,124752279,124755943,0.024554565900651158
457,124752279,124755958,0.056177520970626275
458,124752279,124755974,0.04323702923107673
459,124752279,124755978,0.03566194523438071
460,124752279,124755993,0.0682715615893043
461,124752279,124756024,0.08477221758773289
462,124752279,124756025,0.052371344876973966
463,124752279,124756042,0.05293906066794042
464,124752279,124756071,0.029334340343416882
465,124752279,124756074,0.03992397295069535
466,124752279,124756090,0.0672175130380719
467,124752279,124756118,0.09040458723962266
468,124752279,124756123,0.08504346990458611
469,124752279,124756154,0.04719444841023028
470,124752279,124756174,0.0593241406960236
471,124752279,124756213,0.06573272199609405
472,124752279,124756267,0.058461575733757806
473,124752279,124756280,0.0262502206164656
474,124752279,124756299,0.022003458923279918
475,124752279,124756316,0.03747997900684387
476,124752279,124756332,0.10441467028451032
477,124752279,124756340,0.050607298057667
478,124752279,124756346,0.04777590901976101
479,124752279,124756367,0.01735486157746247
480,124752279,124756377,0.05100727872048032
481,124752279,124756398,0.053087295867114734
482,124752279,124756405,0.0390338245341984
483,124752279,124756437,0.040746660287023714
484,124752279,124756440,0.04947200167667089
485,124752279,124756487,0.06828395753503533
486,124752279,124756544,0.041995946855394
487,124752279,124756557,0.035017531930575226
488,124752279,124756565,0.028536124399584285
489,124752279,124756569,0.036687009353687364
490,124752279,124756583,0.05209941821622612
491,124752279,124756601,0.050220223888598536
492,124752279,124756616,0.04166107551211337
493,124752279,124756626,0.049733769592765736
494,124752279,124756651,0.0507511915018292
495,124752279,124756679,0.059478864559842824
496,124752279,124756698,0.04612515819671312
497,124752279,124756725,0.05863912000082737
498,124752279,124756768,0.0237740681254082
499,124752279,124756785,0.03943805855567276
500,124752279,124756791,0.06206920607930172
501,124752279,124756801,0.0415448105464644
502,124752279,124756826,0.05793461971508087
503,124752279,124756834,0.045253801817568884
504,124752279,124756836,0.05419696137588284
505,124752279,124756838,0.04022123153034293
506,124752279,124756851,0.06015132839305336
507,124752279,124756883,0.06462094691950418
508,124752279,124756892,0.07719532627123617
509,124752279,124756907,0.0232306376818485
510,124752279,124756976,0.06330799408140267
511,124752279,124756982,0.05246116392418829
512,124752279,124757026,0.03797429280526213
513,124752279,124757063,0.053640059975813746
514,124752279,124757133,0.03838857814166356
515,124752279,124757152,0.03223973180096776
516,124752279,124757175,0.052477232243771016
517,124752279,124757188,0.04078156720757771
518,124752279,124757194,0.07410934025590413
519,124752279,124757273,0.04603317246101686
520,124752279,124757379,0.07920044155809158
521,124752279,124757435,0.04427817319953358
522,124752279,124757481,0.09452790974462182
523,124752279,124758046,0.06444431644266452
524,124752279,124758100,0.05255719489092656
525,124752279,124758168,0.08046489193043976
526,124752279,124758275,0.04841033499335978
527,124752279,124758452,0.048364780858562884
528,124752279,124758599,0.04666661731721325
529,124752279,124758656,0.04283715486810627
530,124752279,124758806,0.04519695089781903
531,124752279,124758849,0.02533013406399207
532,124752279,124758986,0.10405641113689013
533,124752279,124813282,0.03131666712854015
534,124752279,124815431,0.05656746055408743
535,124752279,125307212,0.05063098349118129
536,124752279,136248396,0.07521130115329973
537,124752279,136248521,0.06912386794268066
538,124752279,136251905,0.09428485341710383
539,124752279,136571323,0.06103353399850668
540,124752279,136574664,0.04655775759160456
541,124752279,136577885,0.04014317997879301
542,124752279,136578297,0.040225038558447675
543,124752279,136579330,0.050625515318064244
544,124752279,136951407,0.04507758060415297
545,124752279,136953113,0.02389756684004893
546,124752279,136953596,0.0714840474647804
547,124752279,136962363,0.04810579138077861
548,124752279,136965999,0.07202756557397574
549,124752418,124752470,0.02127575341350125
550,124752418,124752522,0.015170308907895237
551,124752418,124752621,0.04354693453198043
552,124752418,124752644,0.022189197575088523
553,124752418,124752658,0.024232108118897193
554,124752418,124752660,0.02176268337801495
555,124752418,124752677,0.017902772884148637
556,124752418,124752692,0.07429601076617928
557,124752418,124752702,0.024141073226903724
558,124752418,124752818,0.029718352615946693
559,124752418,124752831,0.013418060234603008
560,124752418,124752864,0.05359074337466353
561,124752418,124752878,0.04083443832606727
562,124752418,124752903,0.01570771892990338
563,124752418,124752915,0.015093615965810884
564,124752418,124752963,0.027059522854567326
565,124752418,124753069,0.016675451864208362
566,124752418,124753090,0.024074146860491925
567,124752418,124753169,0.012403284472435317
568,124752418,124753177,0.011774385071331597
569,124752418,124753184,0.029608860987700984
570,124752418,124753213,0.021487629983274276
571,124752418,124753226,0.06411204765697659
572,124752418,124753266,0.010196415935554058
573,124752418,124753395,0.03975450765578583
574,124752418,124753437,0.03811179618664705
575,124752418,124753481,0.03169220668312482
576,124752418,124753513,0.010376561481057327
577,124752418,124753543,0.015065641562383096
578,124752418,124753590,0.022936177466566503
579,124752418,124753612,0.022594737136292252
580,124752418,124753639,0.019539594835740796
581,124752418,124753661,0.03011804746892706
582,124752418,124753687,0.03373703975360591
583,124752418,124753714,0.014593455799035713
584,124752418,124753724,0.014447804232186619
585,124752418,124753740,0.014652591780761691
586,124752418,124753791,0.016086857539763768
587,124752418,124753840,0.039154367830117755
588,124752418,124753959,0.03210200729995677
589,124752418,124754015,0.03543177801196795
590,124752418,124754041,0.005336449076401139
591,124752418,124754050,0.011269816571723802
592,124752418,124754075,0.041680294443427766
593,124752418,124754077,0.012391690225234262
594,124752418,124754078,0.020414612718053192
595,124752418,124754096,0.019568881656387448
596,124752418,124754109,0.0351145218436065
597,124752418,124754137,0.020687539481254798
598,124752418,124754138,0.02974421079596378
599,124752418,124754146,0.00783723194768454
600,124752418,124754170,0.0834072813605097
601,124752418,124754189,0.016893292482699915
602,124752418,124754198,0.07520729964827397
603,124752418,124754204,0.058622509377135215
604,124752418,124754208,0.040205832597350846
605,124752418,124754214,0.014429654790223834
606,124752418,124754218,0.09051677707534075
607,124752418,124754236,0.03033596424568869
608,124752418,124754241,0.03250311735124894
609,124752418,124754250,0.02345773381272183
610,124752418,124754282,0.03757437136715369
611,124752418,124754292,0.04182349302061414
612,124752418,124754294,0.008285897688574798
613,124752418,124754335,0.02333732581715977
614,124752418,124754345,0.011094915859188651
615,124752418,124754348,0.021757110918507593
616,124752418,124754350,0.047072919762805365
617,124752418,124754358,0.0779364382403322
618,124752418,124754374,0.032977216956819606
619,124752418,124754377,0.01123123359175001
620,124752418,124754399,0.02299053268191586
621,124752418,124754428,0.030013673862638306
622,124752418,124754458,0.026389962278821993
623,124752418,124754483,0.03129875572395147
624,124752418,124754492,0.03893022843493589
625,124752418,124754512,0.025862767358829027
626,124752418,124754514,0.023493095293819502
627,124752418,124754516,0.021103249466552468
628,124752418,124754535,0.007933964782219296
629,124752418,124754540,0.02129538200853931
630,124752418,124754542,0.04446687220338153
631,124752418,124754544,0.018966823175164835
632,124752418,124754562,0.040875196711933126
633,124752418,124754593,0.024581180317174177
634,124752418,124754604,0.061953645245345274
635,124752418,124754619,0.036386949675554524
636,124752418,124754623,0.0372275018233601
637,124752418,124754653,0.043913521196679156
638,124752418,124754669,0.02694831547464662
639,124752418,124754677,0.02278666997389435
640,124752418,124754683,0.03301712222647402
641,124752418,124754692,0.0305436568206541
642,124752418,124754694,0.01535086227469782
643,124752418,124754704,0.04986642228524439
644,124752418,124754713,0.023784753207305612
645,124752418,124754724,0.0640981422176308
646,124752418,124754732,0.043297511167706935
647,124752418,124754733,0.0305913440023986
648,124752418,124754739,0.028577301473917252
649,124752418,124754749,0.028055081288742553
650,124752418,124754756,0.02093683898490857
651,124752418,124754769,0.018127599957511918
652,124752418,124754780,0.04054546177303925
653,124752418,124754783,0.037561626139446885
654,124752418,124754788,0.015798066599830747
655,124752418,124754795,0.0188869974765613
656,124752418,124754811,0.037009237379680995
657,124752418,124754816,0.05002228331711614
658,124752418,124754842,0.014291344775917465
659,124752418,124754846,0.027509194573697715
660,124752418,124754853,0.021820363856228257
661,124752418,124754887,0.047349906126695485
662,124752418,124754895,0.013772606035859218
663,124752418,124754898,0.019722001279226287
664,124752418,124754940,0.0886249028428411
665,124752418,124754975,0.01660820217632173
666,124752418,124754986,0.028223757591010333
667,124752418,124755012,0.01959903745221604
668,124752418,124755014,0.03236059079498953
669,124752418,124755032,0.02804913885778716
670,124752418,124755038,0.01994068933341164
671,124752418,124755041,0.11326677984158942
672,124752418,124755055,0.04434793004293082
673,124752418,124755073,0.022493483463130064
674,124752418,124755088,0.021583408129981028
675,124752418,124755096,0.024144739736258115
676,124752418,124755103,0.028699102155499492
677,124752418,124755121,0.048941143360408314
678,124752418,124755125,0.01590800656825212
679,124752418,124755131,0.026895702851508226
680,124752418,124755140,0.04315886667838316
681,124752418,124755175,0.03277725741923614
682,124752418,124755177,0.044201760920372174
683,124752418,124755184,0.039890010602789454
684,124752418,124755203,0.04718255710428912
685,124752418,124755216,0.013856855731591141
686,124752418,124755221,0.057826663593174885
687,124752418,124755232,0.0210461620127379
688,124752418,124755236,0.009673201622848982
689,124752418,124755244,0.040156701564836084
690,124752418,124755246,0.012956282257845404
691,124752418,124755262,0.023508817771165175
692,124752418,124755264,0.024653792842182408
693,124752418,124755270,0.00970752149748183
694,124752418,124755300,0.023456688404407972
695,124752418,124755304,0.019829865867044303
696,124752418,124755306,0.009106134457944101
697,124752418,124755322,0.028203086553006414
698,124752418,124755367,0.022715266797062775
699,124752418,124755368,0.041609129942928695
700,124752418,124755391,0.031348744667905784
701,124752418,124755406,0.03368149165888835
702,124752418,124755426,0.021358963631374343
703,124752418,124755461,0.019820370327054665
704,124752418,124755479,0.02305245664909614
705,124752418,124755526,0.06708866195178612
706,124752418,124755532,0.03253815366264749
707,124752418,124755538,0.012573069138832577
708,124752418,124755584,0.029623390241362357
709,124752418,124755587,0.02689088880168751
710,124752418,124755625,0.05756296309744423
711,124752418,124755670,0.026463198598967376
712,124752418,124755693,0.0631179523161973
713,124752418,124755756,0.023136405022244597
714,124752418,124755760,0.037366274496867566
715,124752418,124755767,0.04293126929495045
716,124752418,124755794,0.018369867707664994
717,124752418,124755797,0.01956259234529971
718,124752418,124755802,0.0243629516565253
719,124752418,124755816,0.023703927493943212
720,124752418,124755821,0.0276937126837841
721,124752418,124755832,0.036593766293806965
722,124752418,124755855,0.01464715568598663
723,124752418,124755857,0.051787448365498326
724,124752418,124755870,0.008504239277750196
725,124752418,124755897,0.0478130405714132
726,124752418,124755909,0.021854272395166796
727,124752418,124755914,0.03070701897826031
728,124752418,124755931,0.035541809449024686
729,124752418,124755943,0.04134813130881532
730,124752418,124755958,0.03494726656014835
731,124752418,124755974,0.014581687087193446
732,124752418,124755978,0.013502222213873484
733,124752418,124755993,0.013090841273719189
734,124752418,124756024,0.02902521880975662
735,124752418,124756025,0.10551083559546555
